team,score,overs,rpo,innings,result,opposition,ground,date,toss
West Indies,203/8,50,4.06,1,won,v India,Nagpur,1987-08-12,won
India,193,44.4,4.32,2,lost,v West Indies,Nagpur,1987-08-12,lost
Australia,270/6,50,5.4,1,won,v India,Chennai,1987-09-10,lost
India,269,49.5,5.39,2,lost,v Australia,Chennai,1987-09-10,won
New Zealand,242/7,50,4.84,1,won,v Zimbabwe,Hyderabad (Deccan),1987-10-10,lost
Zimbabwe,239,49.4,4.81,2,lost,v New Zealand,Hyderabad (Deccan),1987-10-10,won
Australia,235/9,50,4.7,1,won,v Zimbabwe,Chennai,1987-10-13,lost
Zimbabwe,139,42.4,3.25,2,lost,v Australia,Chennai,1987-10-13,won
India,252/7,50,5.04,1,won,v New Zealand,Bengaluru,1987-10-14,lost
New Zealand,236/8,50,4.72,2,lost,v India,Bengaluru,1987-10-14,won
Zimbabwe,135,44.2,3.04,1,lost,v India,Mumbai,1987-10-17,won
India,136/2,27.5,4.88,2,won,v Zimbabwe,Mumbai,1987-10-17,lost
Australia,199/4,30,6.63,1,won,v New Zealand,Indore,1987-10-18,lost
New Zealand,196/9,30,6.53,2,lost,v Australia,Indore,1987-10-18,won
West Indies,236/8,50,4.72,1,won,v Sri Lanka,Kanpur,1987-10-21,lost
Sri Lanka,211/8,50,4.22,2,lost,v West Indies,Kanpur,1987-10-21,won
India,289/6,50,5.78,1,won,v Australia,Delhi,1987-10-22,lost
Australia,233,49,4.75,2,lost,v India,Delhi,1987-10-22,won
Zimbabwe,227/5,50,4.54,1,lost,v New Zealand,Kolkata,1987-10-23,lost
New Zealand,228/6,47.4,4.78,2,won,v Zimbabwe,Kolkata,1987-10-23,won
England,269/5,50,5.38,1,won,v West Indies,Jaipur,1987-10-26,lost
West Indies,235,48.1,4.87,2,lost,v England,Jaipur,1987-10-26,won
Zimbabwe,191/7,50,3.82,1,lost,v India,Ahmedabad,1987-10-26,lost
India,194/3,42,4.61,2,won,v Zimbabwe,Ahmedabad,1987-10-26,won
Australia,251/8,50,5.02,1,won,v New Zealand,Chandigarh,1987-10-27,won
New Zealand,234,48.4,4.8,2,lost,v Australia,Chandigarh,1987-10-27,lost
Australia,266/5,50,5.32,1,won,v Zimbabwe,Cuttack,1987-10-30,lost
Zimbabwe,196/6,50,3.92,2,lost,v Australia,Cuttack,1987-10-30,won
Sri Lanka,218/7,50,4.36,1,lost,v England,Pune,1987-10-30,won
England,219/2,41.2,5.29,2,won,v Sri Lanka,Pune,1987-10-30,lost
New Zealand,221/9,50,4.42,1,lost,v India,Nagpur,1987-10-31,won
India,224/1,32.1,6.96,2,won,v New Zealand,Nagpur,1987-10-31,lost
Sri Lanka,145/8,46,3.15,1,lost,v India,Guwahati,1987-11-01,lost
India,146/2,27.3,5.3,2,won,v Sri Lanka,Guwahati,1987-11-01,won
West Indies,187/7,45,4.15,1,won,v India,Guwahati,1987-12-23,lost
India,135,41.3,3.25,2,lost,v West Indies,Guwahati,1987-12-23,won
India,230/6,50,4.6,1,lost,v West Indies,Faridabad,1988-01-19,lost
West Indies,231/6,49.1,4.69,2,won,v India,Faridabad,1988-01-19,won
West Indies,278/6,50,5.56,1,won,v India,Gwalior,1988-01-22,lost
India,205,41,5,2,lost,v West Indies,Gwalior,1988-01-22,won
India,239/8,45,5.31,1,lost,v West Indies,Thiruvananthapuram,1988-01-25,lost
West Indies,241/1,42.5,5.62,2,won,v India,Thiruvananthapuram,1988-01-25,won
India,222/7,45,4.93,1,won,v West Indies,Kolkata,1988-02-01,won
West Indies,166,41.5,3.96,2,lost,v India,Kolkata,1988-02-01,lost
India,221/7,43,5.13,1,lost,v West Indies,Rajkot,1988-05-01,won
West Indies,225/4,40.1,5.6,2,won,v India,Rajkot,1988-05-01,lost
West Indies,196,48.3,4.04,1,won,v India,Ahmedabad,1988-07-01,lost
India,194/9,50,3.88,2,lost,v West Indies,Ahmedabad,1988-07-01,won
New Zealand,196/9,50,3.92,1,lost,v India,Visakhapatnam,1988-10-12,lost
India,197/6,46.2,4.25,2,won,v New Zealand,Visakhapatnam,1988-10-12,won
New Zealand,160/7,45,3.55,1,lost,v India,Cuttack,1988-12-12,won
India,161/5,41.3,3.87,2,won,v New Zealand,Cuttack,1988-12-12,lost
India,222/6,45,4.93,1,won,v New Zealand,Indore,1988-12-15,lost
New Zealand,169/9,45,3.75,2,lost,v India,Indore,1988-12-15,won
New Zealand,278/3,50,5.56,1,lost,v India,Vadodara,1988-12-17,won
India,282/8,47.1,5.97,2,won,v New Zealand,Vadodara,1988-12-17,lost
West Indies,273/5,50,5.46,1,lost,v Pakistan,Kolkata,1989-01-11,won
Pakistan,277/6,49.5,5.55,2,won,v West Indies,Kolkata,1989-01-11,lost
Sri Lanka,193,48.3,3.97,1,lost,v England,Delhi,1989-10-15,lost
England,196/5,48.4,4.02,2,won,v Sri Lanka,Delhi,1989-10-15,won
Australia,242/3,50,4.84,1,lost,v England,Hyderabad (Deccan),1989-10-19,won
England,243/3,47.3,5.11,2,won,v Australia,Hyderabad (Deccan),1989-10-19,lost
West Indies,176/9,50,3.52,1,lost,v Sri Lanka,Rajkot,1989-10-19,lost
Sri Lanka,180/6,47.1,3.81,2,won,v West Indies,Rajkot,1989-10-19,won
Australia,241/6,50,4.82,1,won,v West Indies,Chennai,1989-10-21,won
West Indies,142,40.3,3.5,2,lost,v Australia,Chennai,1989-10-21,lost
Pakistan,148/9,50,2.96,1,lost,v England,Cuttack,1989-10-22,won
England,149/6,43.2,3.43,2,won,v Pakistan,Cuttack,1989-10-22,lost
India,227/8,50,4.54,1,won,v Sri Lanka,Ahmedabad,1989-10-22,won
Sri Lanka,221,49.4,4.44,2,lost,v India,Ahmedabad,1989-10-22,lost
Pakistan,205/8,50,4.1,1,won,v Australia,Mumbai (BS),1989-10-23,lost
Australia,139,43.2,3.2,2,lost,v Pakistan,Mumbai (BS),1989-10-23,won
West Indies,196/9,45,4.35,1,won,v India,Delhi,1989-10-23,lost
India,176,41.4,4.22,2,lost,v West Indies,Delhi,1989-10-23,won
England,255/7,50,5.1,1,lost,v India,Kanpur,1989-10-25,lost
India,259/4,48.1,5.37,2,won,v England,Kanpur,1989-10-25,won
Pakistan,223/5,50,4.46,1,lost,v West Indies,Jalandhar,1989-10-25,won
West Indies,226/4,48.3,4.65,2,won,v Pakistan,Jalandhar,1989-10-25,lost
Australia,222/7,50,4.44,1,won,v Sri Lanka,Margao,1989-10-25,won
Sri Lanka,194,47.1,4.11,2,lost,v Australia,Margao,1989-10-25,lost
West Indies,265/5,50,5.3,1,won,v England,Gwalior,1989-10-27,won
England,239/8,50,4.78,2,lost,v West Indies,Gwalior,1989-10-27,lost
Australia,247/8,50,4.94,1,lost,v India,Bengaluru,1989-10-27,won
India,249/7,47.1,5.27,2,won,v Australia,Bengaluru,1989-10-27,lost
Pakistan,219/6,50,4.38,1,won,v Sri Lanka,Lucknow,1989-10-27,won
Sri Lanka,213,49.2,4.31,2,lost,v Pakistan,Lucknow,1989-10-27,lost
Pakistan,279/7,50,5.58,1,won,v India,Kolkata,1989-10-28,lost
India,202,42.3,4.75,2,lost,v Pakistan,Kolkata,1989-10-28,won
England,194/7,30,6.46,1,lost,v Pakistan,Nagpur,1989-10-30,lost
Pakistan,195/4,28.3,6.84,2,won,v England,Nagpur,1989-10-30,won
India,165,48.5,3.37,1,lost,v West Indies,Mumbai,1989-10-30,won
West Indies,166/2,42.1,3.93,2,won,v India,Mumbai,1989-10-30,lost
India,245/5,45,5.44,1,won,v Sri Lanka,Nagpur,1990-01-12,lost
Sri Lanka,226/7,45,5.02,2,lost,v India,Nagpur,1990-01-12,won
Sri Lanka,227/8,49,4.63,1,lost,v India,Pune,1990-05-12,lost
India,230/4,45.3,5.05,2,won,v Sri Lanka,Pune,1990-05-12,won
India,136,40.3,3.35,1,lost,v Sri Lanka,Margao,1990-08-12,won
Sri Lanka,137/3,32.5,4.17,2,won,v India,Margao,1990-08-12,lost
Bangladesh,170/6,50,3.4,1,lost,v India,Chandigarh,1990-12-25,won
India,171/1,36.5,4.64,2,won,v Bangladesh,Chandigarh,1990-12-25,lost
Sri Lanka,214,49.2,4.33,1,won,v India,Cuttack,1990-12-28,won
India,178,45.5,3.88,2,lost,v Sri Lanka,Cuttack,1990-12-28,lost
Sri Lanka,249/4,45,5.53,1,won,v Bangladesh,Kolkata,1990-12-31,won
Bangladesh,178/9,45,3.95,2,lost,v Sri Lanka,Kolkata,1990-12-31,lost
Sri Lanka,204/9,45,4.53,1,lost,v India,Kolkata,1991-04-01,lost
India,205/3,42.1,4.86,2,won,v Sri Lanka,Kolkata,1991-04-01,won
South Africa,177/8,47,3.76,1,lost,v India,Kolkata,1991-10-11,lost
India,178/7,40.4,4.37,2,won,v South Africa,Kolkata,1991-10-11,won
India,287/4,50,5.74,1,lost,v South Africa,New Delhi,1991-11-14,won
South Africa,288/2,46.4,6.17,2,won,v India,New Delhi,1991-11-14,lost
India,223/6,45,4.95,1,won,v South Africa,Gwalior,1991-12-11,lost
South Africa,185/8,45,4.11,2,lost,v India,Gwalior,1991-12-11,won
India,137/7,26,5.26,1,lost,v England,Jamshedpur,1993-01-03,lost
England,141/4,25.4,5.49,2,won,v India,Jamshedpur,1993-01-03,won
India,223/3,48,4.64,1,lost,v England,Jaipur,1993-01-18,lost
England,224/6,48,4.66,2,won,v India,Jaipur,1993-01-18,won
England,198/6,50,3.96,1,lost,v India,Chandigarh,1993-01-21,lost
India,201/5,45.1,4.45,2,won,v England,Chandigarh,1993-01-21,won
England,218/9,47,4.63,1,won,v India,Bengaluru,1993-02-26,lost
India,170,41.4,4.08,2,lost,v England,Bengaluru,1993-02-26,won
India,249/7,48,5.18,1,won,v Zimbabwe,Faridabad,1993-03-19,lost
Zimbabwe,182,46.2,3.92,2,lost,v India,Faridabad,1993-03-19,won
Zimbabwe,149/6,28,5.32,1,lost,v India,Guwahati,1993-03-22,lost
India,150/3,27.3,5.45,2,won,v Zimbabwe,Guwahati,1993-03-22,won
Zimbabwe,234,49.5,4.69,1,lost,v India,Pune,1993-03-25,lost
India,238/2,45.3,5.23,2,won,v Zimbabwe,Pune,1993-03-25,won
England,256,50,5.12,1,lost,v India,Gwalior,1993-04-03,lost
India,257/7,48,5.35,2,won,v England,Gwalior,1993-04-03,won
England,265/4,48,5.52,1,lost,v India,Gwalior,1993-05-03,lost
India,267/6,46.4,5.72,2,won,v England,Gwalior,1993-05-03,won
Sri Lanka,203,49.4,4.08,1,lost,v India,Kanpur,1993-07-11,lost
India,205/3,44.4,4.58,2,won,v Sri Lanka,Kanpur,1993-07-11,won
West Indies,268/8,50,5.36,1,won,v Sri Lanka,Mumbai,1993-09-11,lost
Sri Lanka,222/8,50,4.44,2,lost,v West Indies,Mumbai,1993-09-11,won
Zimbabwe,DNB,0,-,0,n/r,v South Africa,Bengaluru,1993-10-11,won
South Africa,22/01/19,9,2.44,1,n/r,v Zimbabwe,Bengaluru,1993-10-11,lost
South Africa,180/5,40,4.5,1,won,v West Indies,Mumbai (BS),1993-11-14,lost
West Indies,139,37,3.75,2,lost,v South Africa,Mumbai (BS),1993-11-14,won
Sri Lanka,263/6,50,5.26,1,won,v Zimbabwe,Patna,1993-11-15,lost
Zimbabwe,208,49,4.24,2,lost,v Sri Lanka,Patna,1993-11-15,won
West Indies,202/7,50,4.04,1,won,v India,Ahmedabad,1993-11-16,won
India,100,28.3,3.5,2,lost,v West Indies,Ahmedabad,1993-11-16,lost
India,248/5,50,4.96,1,tied,v Zimbabwe,Indore,1993-11-18,lost
Zimbabwe,248,50,4.96,2,tied,v India,Indore,1993-11-18,won
South Africa,214/7,50,4.28,1,won,v Sri Lanka,Guwahati,1993-11-19,lost
Sri Lanka,136,40.1,3.38,2,lost,v South Africa,Guwahati,1993-11-19,won
West Indies,233/9,50,4.66,1,won,v Zimbabwe,Hyderabad (Deccan),1993-11-21,won
Zimbabwe,99,36.3,2.71,2,lost,v West Indies,Hyderabad (Deccan),1993-11-21,lost
India,221,49.2,4.47,1,won,v South Africa,Mohali,1993-11-22,lost
South Africa,178/9,50,3.56,2,lost,v India,Mohali,1993-11-22,won
India,195,50,3.9,1,won,v South Africa,Kolkata,1993-11-24,won
South Africa,193/9,50,3.86,2,lost,v India,Kolkata,1993-11-24,lost
Sri Lanka,188/6,50,3.76,1,lost,v West Indies,Kolkata,1993-11-25,lost
West Indies,190/3,41.5,4.54,2,won,v Sri Lanka,Kolkata,1993-11-25,won
India,225/7,50,4.5,1,won,v West Indies,Kolkata,1993-11-27,lost
West Indies,123,40.1,3.06,2,lost,v India,Kolkata,1993-11-27,won
West Indies,306/6,50,6.12,1,won,v New Zealand,Guwahati,1994-01-11,won
New Zealand,171/9,50,3.42,2,lost,v West Indies,Guwahati,1994-01-11,lost
India,246/5,50,4.92,1,won,v Sri Lanka,Rajkot,1994-02-15,lost
Sri Lanka,238/8,50,4.76,2,lost,v India,Rajkot,1994-02-15,won
Sri Lanka,226/7,50,4.52,1,lost,v India,Hyderabad (Deccan),1994-02-18,lost
India,227/3,48.2,4.69,2,won,v Sri Lanka,Hyderabad (Deccan),1994-02-18,won
India,213/9,50,4.26,1,lost,v Sri Lanka,Jalandhar,1994-02-20,lost
Sri Lanka,141/6,32.5,4.29,2,won,v India,Jalandhar,1994-02-20,won
India,289/3,50,5.78,1,won,v New Zealand,Delhi,1994-03-11,won
New Zealand,182,45.4,3.98,2,lost,v India,Delhi,1994-03-11,lost
India,274/6,50,5.48,1,won,v West Indies,Kolkata,1994-05-11,lost
West Indies,202,44,4.59,2,lost,v India,Kolkata,1994-05-11,won
India,260/4,44,5.9,1,won,v West Indies,Visakhapatnam,1994-07-11,lost
West Indies,256/7,43,5.95,2,lost,v India,Visakhapatnam,1994-07-11,won
West Indies,251/9,50,5.02,1,lost,v India,Cuttack,1994-09-11,won
India,256/2,49.2,5.18,2,won,v West Indies,Cuttack,1994-09-11,lost
West Indies,273/5,50,5.46,1,won,v India,Faridabad,1994-10-17,won
India,177,45,3.93,2,lost,v West Indies,Faridabad,1994-10-17,lost
West Indies,192/9,50,3.84,1,lost,v India,Mumbai,1994-10-20,lost
India,135/4,33.1,4.07,2,won,v West Indies,Mumbai,1994-10-20,won
West Indies,221,49.2,4.47,1,lost,v India,Chennai,1994-10-23,lost
India,225/6,48.2,4.65,2,won,v West Indies,Chennai,1994-10-23,won
West Indies,123,39.1,3.14,1,n/r,v New Zealand,Margao,1994-10-26,won
New Zealand,25/01/19,9,2.77,2,n/r,v West Indies,Margao,1994-10-26,lost
New Zealand,269/4,50,5.38,1,lost,v India,Vadodara,1994-10-28,won
India,271/3,48.1,5.62,2,won,v New Zealand,Vadodara,1994-10-28,lost
West Indies,257/6,50,5.14,1,won,v India,Kanpur,1994-10-30,lost
India,211/5,50,4.22,2,lost,v West Indies,Kanpur,1994-10-30,won
India,259/5,50,5.18,1,won,v West Indies,Jaipur,1994-11-11,won
West Indies,254,49,5.18,2,lost,v India,Jaipur,1994-11-11,lost
India,236,49.1,4.8,1,lost,v New Zealand,Jamshedpur,1995-11-15,lost
New Zealand,237/2,46.5,5.06,2,won,v India,Jamshedpur,1995-11-15,won
New Zealand,145,44.1,3.28,1,lost,v India,Amritsar,1995-11-18,lost
India,146/4,43.4,3.34,2,won,v New Zealand,Amritsar,1995-11-18,won
New Zealand,235/6,50,4.7,1,lost,v India,Pune,1995-11-24,lost
India,236/5,45.5,5.14,2,won,v New Zealand,Pune,1995-11-24,won
New Zealand,348/8,50,6.96,1,won,v India,Nagpur,1995-11-26,lost
India,249,39.3,6.3,2,lost,v New Zealand,Nagpur,1995-11-26,won
New Zealand,126,35,3.6,1,lost,v India,Mumbai (BS),1995-11-29,lost
India,128/4,32,4,2,won,v New Zealand,Mumbai (BS),1995-11-29,won
Zimbabwe,154,45.3,3.38,1,lost,v Australia,Nagpur,1996-01-03,won
Australia,158/2,36,4.38,2,won,v Zimbabwe,Nagpur,1996-01-03,lost
Australia,238/6,50,4.76,1,lost,v South Africa,Guwahati,1996-01-11,won
South Africa,239/2,45,5.31,2,won,v Australia,Guwahati,1996-01-11,lost
India,271/3,50,5.42,1,lost,v Sri Lanka,Delhi,1996-02-03,lost
Sri Lanka,272/4,48.4,5.58,2,won,v India,Delhi,1996-02-03,won
New Zealand,239/6,50,4.78,1,won,v England,Ahmedabad,1996-02-14,lost
England,228/9,50,4.56,2,lost,v New Zealand,Ahmedabad,1996-02-14,won
Zimbabwe,151/9,50,3.02,1,lost,v West Indies,Hyderabad (Deccan),1996-02-16,won
West Indies,155/4,29.3,5.25,2,won,v Zimbabwe,Hyderabad (Deccan),1996-02-16,lost
New Zealand,307/8,50,6.14,1,won,v Netherlands,Vadodara,1996-02-17,won
Netherlands,188/7,50,3.76,2,lost,v New Zealand,Vadodara,1996-02-17,lost
Kenya,199/6,50,3.98,1,lost,v India,Cuttack,1996-02-18,lost
India,203/3,41.5,4.85,2,won,v Kenya,Cuttack,1996-02-18,won
West Indies,173,50,3.46,1,lost,v India,Gwalior,1996-02-21,won
India,174/5,39.4,4.38,2,won,v West Indies,Gwalior,1996-02-21,lost
Australia,304/7,50,6.08,1,won,v Kenya,Visakhapatnam,1996-02-23,lost
Kenya,207/7,50,4.14,2,lost,v Australia,Visakhapatnam,1996-02-23,won
Kenya,DNB,0,-,0,n/r,v Zimbabwe,Patna,1996-02-26,lost
Zimbabwe,45/3,15.5,2.84,1,n/r,v Kenya,Patna,1996-02-26,won
Kenya,134,49.4,2.69,1,lost,v Zimbabwe,Patna,1996-02-27,lost
Zimbabwe,137/5,42.2,3.23,2,won,v Kenya,Patna,1996-02-27,won
Australia,258,50,5.16,1,won,v India,Mumbai,1996-02-27,won
India,242,48,5.04,2,lost,v Australia,Mumbai,1996-02-27,lost
Kenya,166,49.3,3.35,1,won,v West Indies,Pune,1996-02-29,lost
West Indies,93,35.2,2.63,2,lost,v Kenya,Pune,1996-02-29,won
India,289/6,50,5.78,1,won,v Australia,Mohali,1996-03-11,lost
Australia,284,49.1,5.77,2,lost,v India,Mohali,1996-03-11,won
Sri Lanka,251/8,50,5.02,1,won,v India,Kolkata,1996-03-13,lost
India,120/8,34.1,3.51,2,lost,v Sri Lanka,Kolkata,1996-03-13,won
Australia,207/8,50,4.14,1,won,v West Indies,Mohali,1996-03-14,won
West Indies,202,49.3,4.08,2,lost,v Australia,Mohali,1996-03-14,lost
Australia,229/6,50,4.58,1,lost,v West Indies,Jaipur,1996-04-03,won
West Indies,232/6,48.5,4.75,2,won,v Australia,Jaipur,1996-04-03,lost
India,247/5,50,4.94,1,won,v Zimbabwe,Kanpur,1996-06-03,lost
Zimbabwe,207,49.4,4.16,2,lost,v India,Kanpur,1996-06-03,won
India,220/7,50,4.4,1,won,v South Africa,Mumbai,1996-06-11,won
South Africa,185,47.2,3.9,2,lost,v India,Mumbai,1996-06-11,lost
India,287/8,50,5.74,1,won,v Pakistan,Bengaluru,1996-09-03,won
Pakistan,248/9,49,5.06,2,lost,v India,Bengaluru,1996-09-03,lost
South Africa,261/7,50,5.22,1,won,v India,Hyderabad (Deccan),1996-10-17,won
India,214,46.3,4.6,2,lost,v South Africa,Hyderabad (Deccan),1996-10-17,lost
Australia,219/7,50,4.38,1,lost,v South Africa,Indore,1996-10-19,won
South Africa,220/3,46.1,4.76,2,won,v Australia,Indore,1996-10-19,lost
Australia,215/7,50,4.3,1,lost,v India,Bengaluru,1996-10-21,won
India,216/8,48.5,4.42,2,won,v Australia,Bengaluru,1996-10-21,lost
South Africa,249/6,50,4.98,1,won,v India,Jaipur,1996-10-23,lost
India,222/7,50,4.44,2,lost,v South Africa,Jaipur,1996-10-23,won
Australia,215,47.3,4.52,1,lost,v South Africa,Faridabad,1996-10-25,won
South Africa,218/8,47.2,4.6,2,won,v Australia,Faridabad,1996-10-25,lost
India,185,48.1,3.84,1,lost,v South Africa,Rajkot,1996-10-29,won
South Africa,188/5,48.4,3.86,2,won,v India,Rajkot,1996-10-29,lost
New Zealand,286/9,50,5.72,1,lost,v Australia,Chennai,1996-11-03,won
Australia,289/4,47.5,6.04,2,won,v New Zealand,Chennai,1996-11-03,lost
India,267/6,50,5.34,1,won,v South Africa,Mumbai,1996-12-14,won
South Africa,193,46,4.19,2,lost,v India,Mumbai,1996-12-14,lost
New Zealand,220/9,50,4.4,1,lost,v India,Bengaluru,1997-05-14,won
India,221/2,42.3,5.2,2,won,v New Zealand,Bengaluru,1997-05-14,lost
India,225/7,50,4.5,1,lost,v Sri Lanka,Mumbai,1997-05-17,won
Sri Lanka,229/5,40.5,5.6,2,won,v India,Mumbai,1997-05-17,lost
Sri Lanka,214,48.3,4.41,1,won,v New Zealand,Hyderabad (Deccan),1997-05-20,won
New Zealand,162,44.5,3.61,2,lost,v Sri Lanka,Hyderabad (Deccan),1997-05-20,lost
Pakistan,327/5,50,6.54,1,won,v India,Chennai,1997-05-21,won
India,292,49.2,5.91,2,lost,v Pakistan,Chennai,1997-05-21,lost
Sri Lanka,339/4,50,6.78,1,won,v Pakistan,Mohali,1997-05-24,won
Pakistan,224,43.5,5.11,2,lost,v Sri Lanka,Mohali,1997-05-24,lost
Sri Lanka,309,49.4,6.22,1,won,v Pakistan,Kolkata,1997-05-27,won
Pakistan,224,43.1,5.18,2,lost,v Sri Lanka,Kolkata,1997-05-27,lost
New Zealand,285/7,50,5.7,1,won,v Pakistan,Mohali,1997-09-05,lost
Pakistan,263/9,50,5.26,2,lost,v New Zealand,Mohali,1997-09-05,won
Pakistan,289/6,50,5.78,1,won,v Sri Lanka,Gwalior,1997-12-05,won
Sri Lanka,259,49.5,5.19,2,lost,v Pakistan,Gwalior,1997-12-05,lost
Sri Lanka,172/9,45,3.82,1,lost,v India,Guwahati,1997-12-22,lost
India,173/3,37.5,4.57,2,won,v Sri Lanka,Guwahati,1997-12-22,won
India,DNB,0,-,0,n/r,v Sri Lanka,Indore,1997-12-25,lost
Sri Lanka,17/01/19,3,5.66,1,n/r,v India,Indore,1997-12-25,won
India,228/6,50,4.56,1,lost,v Sri Lanka,Margao,1997-12-28,won
Sri Lanka,229/5,48.2,4.73,2,won,v India,Margao,1997-12-28,lost
India,309/5,50,6.18,1,won,v Australia,Kochi,1998-01-04,won
Australia,268,45.5,5.84,2,lost,v India,Kochi,1998-01-04,lost
Australia,252/7,50,5.04,1,won,v Zimbabwe,Ahmedabad,1998-03-04,won
Zimbabwe,239,49.5,4.79,2,lost,v Australia,Ahmedabad,1998-03-04,lost
India,227,49.3,4.58,1,lost,v Australia,Delhi,1998-04-14,won
Australia,231/6,48.4,4.74,2,won,v India,Delhi,1998-04-14,lost
India,274/5,50,5.48,1,won,v Zimbabwe,Vadodara,1998-05-04,lost
Zimbabwe,261,48.3,5.38,2,lost,v India,Vadodara,1998-05-04,won
Bangladesh,184/9,50,3.68,1,lost,v India,Mohali,1998-05-14,lost
India,185/5,45.2,4.08,2,won,v Bangladesh,Mohali,1998-05-14,won
Kenya,236,49,4.81,1,lost,v Bangladesh,Hyderabad (Deccan),1998-05-17,won
Bangladesh,237/4,48,4.93,2,won,v Kenya,Hyderabad (Deccan),1998-05-17,lost
Kenya,223/9,50,4.46,1,lost,v India,Bengaluru,1998-05-20,lost
India,224/6,47,4.76,2,won,v Kenya,Bengaluru,1998-05-20,won
Kenya,226/8,50,4.52,1,won,v Bangladesh,Chennai,1998-05-23,won
Bangladesh,198,46.2,4.27,2,lost,v Kenya,Chennai,1998-05-23,lost
Bangladesh,115,36.3,3.15,1,lost,v India,Mumbai,1998-05-25,won
India,116/5,29.2,3.95,2,won,v Bangladesh,Mumbai,1998-05-25,lost
Kenya,265/5,50,5.3,1,won,v India,Gwalior,1998-05-28,won
India,196,47.1,4.15,2,lost,v Kenya,Gwalior,1998-05-28,lost
Kenya,196,46.3,4.21,1,lost,v India,Kolkata,1998-05-31,won
India,197/1,35,5.62,2,won,v Kenya,Kolkata,1998-05-31,lost
Australia,222/9,50,4.44,1,lost,v India,Kanpur,1998-07-04,won
India,223/4,44.3,5.01,2,won,v Australia,Kanpur,1998-07-04,lost
India,301/3,50,6.02,1,won,v Zimbabwe,Cuttack,1998-09-04,lost
Zimbabwe,269,48.4,5.52,2,lost,v India,Cuttack,1998-09-04,won
Australia,294/3,50,5.88,1,won,v Zimbabwe,Delhi,1998-11-04,lost
Zimbabwe,278/9,50,5.56,2,lost,v Australia,Delhi,1998-11-04,won
India,196,49.5,3.93,1,lost,v Pakistan,Mohali,1999-01-04,won
Pakistan,197/3,42,4.69,2,won,v India,Mohali,1999-01-04,lost
Pakistan,246/9,50,4.92,1,won,v Sri Lanka,Jamshedpur,1999-03-19,won
Sri Lanka,237,49.3,4.78,2,lost,v Pakistan,Jamshedpur,1999-03-19,lost
India,287/4,50,5.74,1,won,v Sri Lanka,Nagpur,1999-03-22,lost
Sri Lanka,207,38,5.44,2,lost,v India,Nagpur,1999-03-22,won
Pakistan,278/9,50,5.56,1,won,v India,Jaipur,1999-03-24,won
India,135,36.1,3.73,2,lost,v Pakistan,Jaipur,1999-03-24,lost
Sri Lanka,253/8,50,5.06,1,won,v Pakistan,Visakhapatnam,1999-03-27,won
Pakistan,241,46.3,5.18,2,lost,v Sri Lanka,Visakhapatnam,1999-03-27,lost
India,286/6,50,5.72,1,won,v Sri Lanka,Pune,1999-03-30,lost
Sri Lanka,235,45.5,5.12,2,lost,v India,Pune,1999-03-30,won
Pakistan,291/8,50,5.82,1,won,v India,Bengaluru,1999-04-04,won
India,168,42.1,3.98,2,lost,v Pakistan,Bengaluru,1999-04-04,lost
New Zealand,349/9,50,6.98,1,won,v India,Rajkot,1999-05-11,won
India,306,47,6.51,2,lost,v New Zealand,Rajkot,1999-05-11,lost
India,376/2,50,7.52,1,won,v New Zealand,Hyderabad (Deccan),1999-08-11,won
New Zealand,202,33.1,6.09,2,lost,v India,Hyderabad (Deccan),1999-08-11,lost
India,261/5,50,5.22,1,won,v New Zealand,Gwalior,1999-11-11,won
New Zealand,247/8,50,4.94,2,lost,v India,Gwalior,1999-11-11,lost
New Zealand,236/9,50,4.72,1,won,v India,Guwahati,1999-11-14,lost
India,188,45.3,4.13,2,lost,v New Zealand,Guwahati,1999-11-14,won
New Zealand,179/9,50,3.58,1,lost,v India,Delhi,1999-11-17,won
India,181/3,44,4.11,2,won,v New Zealand,Delhi,1999-11-17,lost
New Zealand,243/9,50,4.86,1,lost,v Australia,Napier,2000-01-03,lost
Australia,245/5,45.4,5.36,2,won,v New Zealand,Napier,2000-01-03,won
West Indies,237/9,50,4.74,1,won,v Zimbabwe,Kingston,2000-01-04,lost
Zimbabwe,150,41.4,3.6,2,lost,v West Indies,Kingston,2000-01-04,won
Sri Lanka,276/8,50,5.52,1,won,v India,Dhaka,2000-01-06,won
India,205,45,4.55,2,lost,v Sri Lanka,Dhaka,2000-01-06,lost
New Zealand,264/8,50,5.28,1,lost,v Zimbabwe,Bulawayo,2000-01-10,won
Zimbabwe,268/4,47.5,5.6,2,won,v New Zealand,Bulawayo,2000-01-10,lost
New Zealand,114/5,32.4,3.48,1,lost,v South Africa,Durban,2000-01-11,lost
South Africa,158/4,30.3,5.18,2,won,v New Zealand,Durban,2000-01-11,won
India,100,36.3,2.73,1,lost,v Australia,Sydney,2000-01-14,won
Australia,101/5,26.5,3.76,2,won,v India,Sydney,2000-01-14,lost
Pakistan,176/9,41,4.29,1,lost,v Australia,Melbourne,2000-01-16,lost
Australia,177/4,38.5,4.55,2,won,v Pakistan,Melbourne,2000-01-16,won
Australia,286,49.4,5.75,1,won,v Pakistan,Sydney,2000-01-19,won
Pakistan,205,45.2,4.52,2,lost,v Australia,Sydney,2000-01-19,lost
Pakistan,262/7,50,5.24,1,won,v India,Hobart,2000-01-21,lost
